"STREET_ID","STREET_NAME","STREET_TYPE","ROAD_LEVEL","CREATED_AT","IS_DELETED","UPDATED_AT"
"480",Cầu Băng Ky,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"481",Nơ Trang Long,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"482",Chu Văn An,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"483",Bình Quới,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"484",Quốc lộ 13,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"485",Quốc lộ 50,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"486",Phạm Hữu Lầu,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"487",Phạm Hữu Lầu,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"488",Cầu Long Kiểng,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"489",Lê Văn Lương,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"490",Lê Văn Lương,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"491",Cầu Ông Bé,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"492",Nguyễn Văn Linh,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"493",Cầu Ông Lớn,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"494",Nguyễn Văn Linh,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"495",Cầu Thầy Tiêu,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"496",Cầu Phú Xuân,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"497",An Dương Vương,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"498",An Dương Vương,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"499",Cầu Bà Tiếng,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"500",Hồ Học Lãm,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"501",Đặng Nguyên Cẩn,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"502",Đặng Nguyên Cẩn,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"503",Cầu Tân Hoá,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"504",Lũy Bán Bích,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"505",Trịnh Đình Thảo,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"506",Đinh Bộ Lĩnh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"507",Cầu Sơn,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"508",Xô Viết Nghệ Tĩnh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"509",Cầu Đen 2,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"510",Cầu Văn Thánh,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"511",Cầu Kênh B,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"512",Trần Đại Nghĩa,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"513",Cầu Tân Tạo,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"514",Tỉnh Lộ 10,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"515",Cầu Bà Hom,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"516",Tỉnh Lộ 10,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"517",Hà Huy Giáp,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"518",Cầu Bông,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"519",Đinh Tiên Hoàng,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"520",Cầu Bà Lát,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"521",Trần Văn Giàu,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"522",Bình Long,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"523",Lê Trọng Tấn,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"524",Lê Trọng Tấn,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"525",Lê Trọng Tấn,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"526",Lê Trọng Tấn,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"527",Cầu Bình Phú Tây,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"528",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"529",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"530",Cầu vượt Quang Trung,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"531",Cầu Tham Lương,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"532",Phan Huy ích,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"533",Phan Huy ích,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"534",Cầu Chợ Cầu 1,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"535",Quang Trung,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"536",Cầu Giao Khẩu,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"537",Cầu Đúc Nhỏ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"538",Cầu Giồng Ông Tố 1,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"539",Nguyễn Thị Định,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"540",Cầu Ông Tranh,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"541",Lương Định Của,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"542",Trần Não,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"543",Cầu Đen 1,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"544",Cầu Phước Long,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"545",Phạm Hữu Lầu,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"546",Cầu Rạch Đĩa,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"547",Lê Văn Lương,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"548",Cầu Đa Khoa,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"549",Cầu Rạch Bàng 1,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"550",Lê Văn Lương,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"551",Cầu Xóm Củi,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"552",Nguyễn Văn Linh,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"553",Cầu Bà Tàng,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"554",Cầu Vĩnh Mậu,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"555",Bến Mễ Cốc,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"556",Cầu Phạm Văn Chí,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"557",Cầu Mã Voi,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"558",Nguyễn Văn Linh,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"559",Cầu Bà Lớn,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"560",Nguyễn Văn Linh,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"561",Cầu Hậu Giang,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"562",Cầu Nguyễn Tri Phương,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"563",Cầu Chánh Hưng,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"564",Cầu Hiệp Ân 2,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"565",Nguyễn Duy,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"566",Cầu Hiệp Ân 1,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"1",Quốc Lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"2",,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"3",Chu Văn An,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"4",Nguyễn Văn Bá,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"5",Nguyễn Thị Nhỏ,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"6",Đường số 5,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"7",Châu Văn Liêm,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"8",Lê Văn Thịnh,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"9",,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"10",Tân Phú,primary_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"11",Lê Minh Xuân,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"12",Phú Hòa,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"13",Lê Văn Lương,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"14",An Phú Tây - Hưng Long,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"15",Nguyễn Khoái,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"16",Vành Đai Trong,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"17",Đường 10Tây,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"18",,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"19",Xuân Thới Sơn - Xuân Thới Dông,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"20",Nguyễn Văn Lượng,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"21",Trương Quốc Dung,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"22",Tản Đà,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"23",Đường số 7,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"24",Bình Long,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"25",Tam Đa,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"26",Nguyễn Hồng Đào,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"27",Bến Bùi Huy Bích,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"28",Cầu Calmette,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"29",Bến Nguyễn Duy,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"30",Trường Sa,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"31",Nguyễn Bình,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"32",Vĩnh Lộc,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"33",Thới Hòa,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"34",Tạ Quang Bửu,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"35",Trần Não,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"36",Xóm Củi,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"37",Nguyễn Đức Cảnh,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"38",Phạm Đăng Giảng,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
